time_sec,own_lat,own_lon,own_alt_m,own_roll_deg,own_pitch_deg,own_yaw_deg,own_health,target_lat,target_lon,target_alt_m,target_roll_deg,target_pitch_deg,target_yaw_deg,target_health,derived_own_speed_ms,derived_target_speed_ms,derived_distance_m,derived_own_ata_deg,derived_target_ata_deg,derived_target_aa_deg,derived_own_in_wez,derived_target_in_wez,derived_own_specific_energy,derived_target_specific_energy,derived_ata_sign_degenerate
0.1666,37.926566,128.181881,6998.236956000001,4.143,-1.704,359.9,1.0,37.965555,128.181881,6999.558873600001,0.01,-0.949,180.001,1.0,1810.8288087091973,1790.7430559604866,4340.235827849084,-1.7243519683224704,-0.9315498027852752,-179.06845019721473,False,False,1708179.7476701427,1672022.5702631406,True
0.1833,37.926835,128.181881,6997.715748,4.624,-1.839,359.888,1.0,37.965289,128.181881,6999.0303504,0.012,-1.028,180.001,1.0,1793.3819541030998,1773.395266618332,4280.679900822777,-1.8599696204133667,-1.0104048856450425,-178.98959511435498,False,False,1676733.5657914507,1641102.4268179028,True
0.2,37.927105,128.181881,6997.130532,5.111,-1.974,359.876,1.0,37.965022,128.181881,6998.4622032,0.014,-1.107,180.002,1.0,1800.1173204910083,1780.1038122106318,4220.901342476058,-1.9959305522550774,-1.0889253322715742,-178.91107466772843,False,False,1688829.5938975015,1653016.2604884233,True
0.2166,37.927374,128.181882,6996.4810032,5.605,-2.107,359.864,1.0,37.964756,128.18188,6997.854736800001,0.016,-1.186,180.002,1.0,1804.3442948096254,1784.1774085849277,4161.345435287101,-2.130105155154716,-1.1670940124989941,-178.83290598750102,False,False,1696441.2075360534,1660270.0248070536,True
0.2333,37.927644,128.181882,6995.766552000001,6.105,-2.24,359.852,1.0,37.964491,128.18188,6997.2070368,0.018,-1.266,180.002,1.0,1800.2845947680955,1766.8727372847302,4101.789533957681,-2.2648006235625013,-1.245886568687911,-178.7541134313121,False,False,1689117.3451368338,1629538.7952674523,True
0.25,37.927913,128.181882,6994.986873600001,6.612,-2.373,359.839,1.0,37.964225,128.18188,6996.5200176,0.021,-1.346,180.003,1.0,1793.7180581646455,1773.590024926934,4042.233644247302,-2.3999685463064826,-1.3242801515220808,-178.6757198484779,False,False,1677309.6241169628,1641423.211290758,True
0.2666,37.928183,128.181882,6994.1413584,7.127,-2.505,359.825,1.0,37.96396,128.18188,6995.7927648,0.023,-1.426,180.003,1.0,1811.334505486717,1777.6282018006063,3982.677768359106,-2.534628768486553,-1.4022533501076262,-178.59774664989237,False,False,1709055.4417357584,1648586.3030353545,True
0.2833,37.928453,128.181883,6993.230006400001,7.649,-2.637,359.811,1.0,37.963696,128.18188,6995.0252784,0.026,-1.507,180.003,1.0,1800.6110380616394,1760.3811642169314,3923.233233630389,-2.669642418011759,-1.480797270916214,-178.5192027290838,False,False,1689680.2142369698,1618068.6863113008,True
0.3,37.928722,128.181883,6992.252208,8.179,-2.77,359.797,1.0,37.963431,128.18188,6994.217558400001,0.028,-1.588,180.004,1.0,1794.066041727036,1767.1090381744414,3863.7887147707793,-2.806210050058434,-1.5588760376162276,-178.44112396238376,False,False,1677907.0511546407,1629927.020017983,True
0.3166,37.928992,128.181883,6991.207658400001,8.717,-2.902,359.783,1.0,37.963167,128.18188,6993.3696048,0.031,-1.669,180.004,1.0,1811.7113089494235,1771.1190479565435,3804.3442212801892,-2.9422760472139666,-1.6364591372608108,-178.3635408627392,False,False,1709709.260070865,1637012.8690521584,True
0.3333,37.929262,128.181884,6990.095748,9.264,-3.034,359.768,1.0,37.962903,128.18188,6992.4811128,0.034,-1.751,180.004,1.0,1801.0150194183677,1760.5852277093904,3744.899765943797,-3.078839630049453,-1.7145302896866386,-178.28546971031338,False,False,1690376.972552396,1618402.9869191032,True
0.35,37.929532,128.181884,6988.9167816,9.82,-3.166,359.753,1.0,37.96264,128.18188,6991.5520824000005,0.037,-1.834,180.005,1.0,1801.160256976991,1753.9977576748854,3685.5666600844233,-3.216042407891197,-1.7930621409158347,-178.20693785908418,False,False,1690626.9964129876,1606817.771193131,True
0.3666,37.929801,128.181885,6987.6701496000005,10.384,-3.298,359.737,1.0,37.962376,128.18188,6990.5822088,0.039,-1.916,180.005,1.0,1805.4825032725967,1771.3460896978006,3626.2336084411368,-3.353790405478799,-1.8700265116381807,-178.12997348836183,False,False,1698409.1702843157,1637387.6777617729,True
0.3833,37.930071,128.181885,6986.355242400001,10.957,-3.431,359.721,1.0,37.962113,128.18188,6989.571492000001,0.042,-1.999,180.005,1.0,1801.4976750517485,1754.1597083897275,3566.900601056386,-3.4932522516923674,-1.9473740680652583,-178.05262593193476,False,False,1691209.6772463096,1607082.4225409888,True
0.4,37.930341,128.181886,6984.972060000001,11.54,-3.563,359.705,1.0,37.961851,128.18188,6988.5196272,0.045,-2.083,180.006,1.0,1801.6886627907754,1747.5849245924744,3507.678988420953,-3.632241320943046,-2.025105311568101,-177.9748946884319,False,False,1691540.1950666052,1595560.5003335231,True
0.4166,37.930611,128.181886,6983.5206024,12.132,-3.695,359.689,1.0,37.961588,128.18188,6987.4269192,0.049,-2.167,180.006,1.0,1812.7282247820372,1764.90425191912,3448.3461191092542,-3.772017359440053,-2.1021465757876716,-177.89785342421234,False,False,1711476.7507762439,1625966.759418267,True
0.4333,37.930881,128.181887,6981.999955200001,12.734,-3.827,359.672,1.0,37.961326,128.18188,6986.293063200001,0.052,-2.251,180.006,1.0,1802.0858286966234,1747.768763680867,3389.1246720504673,-3.9124722319388225,-2.1784832989561025,-177.8215167010439,False,False,1692226.69685526,1595859.9565175036,True
0.45,37.931151,128.181888,6980.410423200001,13.346,-3.959,359.655,1.0,37.961064,128.18188,6985.1177544,0.055,-2.335,180.007,1.0,1802.2989587509164,1747.8669497084622,3329.903329471052,4.053668591129593,-2.2540843353241664,-177.74591566467583,False,False,1692595.2102339931,1596020.0419677687,False
0.4666,37.931421,128.181888,6978.751092,13.965,-4.091,359.637,1.0,37.960803,128.18188,6983.9009928000005,0.058,-2.42,180.007,1.0,1813.375387482336,1751.7984438074216,3270.7934082189854,4.195869748574015,-2.329867056057795,-177.67013294394224,False,False,1712603.317359718,1602887.566534094,False
0.4833,37.931692,128.181889,6977.0225712,14.587,-4.226,359.618,1.0,37.960541,128.18188,6982.642778400001,0.062,-2.506,180.008,1.0,1809.4125015179848,1748.073879176859,3211.4610049553835,4.341857407405281,-2.40583109010951,-177.5941689098905,False,False,1705408.018722644,1596357.4773330123,False
0.5,37.931962,128.18189,6975.2239464,15.216,-4.36,359.599,1.0,37.96028,128.181879,6981.342806400001,0.065,-2.591,180.008,1.0,1803.003534672813,1741.532163184618,3152.3514267733476,4.487594594964238,-2.479917763929332,-177.5200822360707,False,False,1693814.4529352924,1584930.72313563,False
0.5166,37.932232,128.181891,6973.354608,15.855,-4.494,359.58,1.0,37.960019,128.181879,6980.0010768,0.069,-2.677,180.008,1.0,1814.1244469437518,1752.1295835737847,3093.24201082067,4.6344133951740565,-2.554036238637795,-177.4459637613622,False,False,1713909.00246603,1603429.4663770227,False
0.5333,37.932503,128.181892,6971.414556000001,16.503,-4.627,359.561,1.0,37.959758,128.181879,6978.6175896,0.072,-2.764,180.009,1.0,1810.181240195724,1741.7549286197695,3034.0214866570523,4.781244640499507,-2.6281521663444765,-177.37184783365552,False,False,1706744.2837338622,1585291.97587068,False
0.55,37.932773,128.181893,6969.4031808,17.162,-4.759,359.541,1.0,37.959498,128.181879,6977.19204,0.076,-2.85,180.009,1.0,1803.809355920153,1735.2187454232385,2975.0238414143187,4.928226528789258,-2.7001922768187856,-177.29980772318123,False,False,1695210.5939555308,1573914.9275531648,False
0.5666,37.933044,128.181894,6967.3201776000005,17.831,-4.891,359.522,1.0,37.959238,128.181879,6975.724123200001,0.08,-2.937,180.009,1.0,1821.658872797702,1745.7992863222962,2915.9151498499805,5.076258700952164,-2.772087137357346,-177.22791286264265,False,False,1727546.5948409582,1592316.0590344986,False
0.5833,37.933315,128.181895,6965.1655464000005,18.511,-5.022,359.502,1.0,37.958978,128.181879,6974.2144488,0.083,-3.024,180.01,1.0,1811.0512386358532,1735.4738487975335,2856.8067689031272,5.22459877188597,-2.8427721046954644,-177.15722789530454,False,False,1708258.2351878325,1574328.4200543866,False
0.6,37.933585,128.181896,6962.9386776,19.202,-5.153,359.482,1.0,37.958718,128.181879,6972.6621024,0.087,-3.112,180.01,1.0,1804.716878547769,1735.6088238084326,2797.8100566601915,5.37421675555252,-2.913157801957253,-177.08684219804275,False,False,1696784.6084402876,1574547.4514473462,False
0.6166,37.933856,128.181897,6960.6395712,19.904,-5.283,359.462,1.0,37.958458,128.181879,6971.0673888,0.091,-3.2,180.011,1.0,1822.601888044717,1746.2028500822844,2738.702421043713,5.524220081392592,-2.9821666918690757,-177.01783330813092,False,False,1729199.377202992,1592975.014826122,False
0.6333,37.934127,128.181898,6958.2676176,20.617,-5.413,359.441,1.0,37.958199,128.181879,6969.430308,0.095,-3.288,180.011,1.0,1812.0248030399257,1729.2328048073052,2679.7065517455967,5.6757828657877365,-3.0496825236102305,-176.95031747638978,False,False,1709954.2385480779,1563469.810340818,False
0.65,37.934398,128.1819,6955.8228168,21.341,-5.543,359.421,1.0,37.95794,128.181879,6967.7502504,0.099,-3.377,180.011,1.0,1812.3948149610742,1729.3806008154816,2620.711243368777,5.828638048331412,-3.116655363337044,-176.88334463666297,False,False,1710600.802475265,1563708.919231543,False
0.6666,37.934669,128.181901,6953.304864000001,22.076,-5.671,359.4,1.0,37.957681,128.181878,6966.0278256,0.103,-3.466,180.012,1.0,1823.6510882034945,1739.9569256371742,2561.7165132848004,5.981273282283414,-3.1819479434789995,-176.818052056521,False,False,1731040.2728974405,1582038.4483123037,False
0.6833,37.93494,128.181903,6950.7134544,22.823,-5.8,359.379,1.0,37.957422,128.181878,6964.2624240000005,0.107,-3.555,180.012,1.0,1813.125046111789,1729.6854101854594,2502.722430093889,6.13669518856571,-3.245413139862557,-176.75458686013744,False,False,1711874.4305165305,1564201.89320454,False
0.7,37.935212,128.181904,6948.047978400001,23.582,-5.928,359.359,1.0,37.957164,128.181878,6962.453740800001,0.112,-3.644,180.013,1.0,1820.127178205643,1723.1930317487258,2443.7289897316896,6.293147334640108,-3.3069082245881845,-176.6930917754118,False,False,1724568.5471287947,1552975.459310899,False
0.7166,37.935483,128.181906,6945.3087408,24.352,-6.055,359.338,1.0,37.956905,128.181878,6960.6023856,0.116,-3.734,180.013,1.0,1824.831205894827,1740.4293333244293,2384.736439948772,6.450587822463796,-3.3673219493454467,-176.63267805065456,False,False,1733114.6769667505,1582807.3235328028,False
0.7333,37.935755,128.181907,6942.495132,25.134,-6.181,359.317,1.0,37.956647,128.181878,6958.7077488,0.12,-3.824,180.014,1.0,1820.9264586678141,1723.5241756164276,2325.74470508332,6.609470310241163,-3.425449782937474,-176.57455021706252,False,False,1725969.2038244812,1553509.4033119127,False
0.75,37.936026,128.181909,6939.606847200001,25.928,-6.307,359.295,1.0,37.956389,128.181878,6956.7695256,0.125,-3.914,180.014,1.0,1814.7329008113525,1723.6979443518558,2266.8653966937313,6.77063880292408,-3.4811866842267896,-176.5188133157732,False,False,1714682.046131687,1553789.905549632,False
0.7666,37.936298,128.181911,6936.6438864,26.734,-6.432,359.274,1.0,37.956132,128.181878,6954.7883256,0.129,-4.005,180.014,1.0,1832.7731336196255,1727.5678795433016,2207.9872354842996,6.933332521114322,-3.5352821238524332,-176.46471787614757,False,False,1747553.9184275153,1560448.564148115,False
0.7833,37.93657,128.181912,6933.6059448000005,27.551,-6.556,359.253,1.0,37.955874,128.181878,6952.7635392,0.134,-4.096,180.015,1.0,1822.2184341855634,1724.0547152179186,2148.998917724641,7.0980968028195655,-3.586466382420612,-176.4135336175794,False,False,1728235.4576814163,1554365.649094265,False
0.8,37.936842,128.181914,6930.4924128,28.381,-6.679,359.232,1.0,37.955617,128.181877,6950.6951664,0.138,-4.187,180.015,1.0,1822.6986133272676,1717.5997173292349,2090.123605384444,7.264481336275087,-3.6346679427801774,-176.36533205721983,False,False,1729080.0309325573,1543237.4292383103,False
0.8166,37.937114,128.181916,6927.3035952,29.222,-6.802,359.211,1.0,37.955359,128.181877,6948.5829023999995,0.143,-4.278,180.016,1.0,1834.148175332348,1734.8191469585577,2031.1384666524743,7.434444770045813,-3.6794473170795987,-176.3205526829204,False,False,1749983.406339359,1572941.0568468298,False
0.8333,37.937386,128.181918,6924.0388824,30.076,-6.924,359.19,1.0,37.955102,128.181877,6946.427052000001,0.148,-4.37,180.016,1.0,1823.64682842323,1717.9773423130894,1972.266458869827,7.6070367950278435,-3.7215434510285235,-176.27845654897146,False,False,1730745.503315141,1543844.2532000686,False
0.85,37.937658,128.18192,6920.698274400001,30.942,-7.044,359.169,1.0,37.954845,128.181877,6944.2273104000005,0.153,-4.461,180.017,1.0,1824.1396001203095,1718.1768313209295,1913.3964880034014,7.781619408328738,-3.7586621416037285,-176.2413378583963,False,False,1731611.506096186,1544165.4185975492,False
0.8666,37.93793,128.181922,6917.2814664,31.82,-7.164,359.149,1.0,37.954589,128.181877,6941.9836776,0.158,-4.553,180.017,1.0,1835.6374453527799,1722.0466192975969,1854.6401205193708,7.960437259026578,-3.792391878850279,-176.20760812114975,False,False,1752617.7736831116,1550799.883749077,False
0.8833,37.938203,128.181924,6913.7881536,32.71,-7.282,359.129,1.0,37.954332,128.181877,6939.6958488,0.163,-4.644,180.017,1.0,1831.786929947511,1718.5892526519624,1795.663717271364,8.142157306472699,-3.8201998846615903,-176.17980011533842,False,False,1745522.7789597653,1544829.6779610498,False
0.9,37.938475,128.181926,6910.218336,33.611,-7.4,359.109,1.0,37.954075,128.181876,6937.364433600001,0.168,-4.736,180.018,1.0,1825.6956775098558,1718.8073089048548,1736.8017655496717,8.328887342505716,-3.8438762742701855,-176.15612372572983,False,False,1734348.4460838202,1545181.587495138,False
0.9166,37.938748,128.181929,6906.5720136,34.525,-7.516,359.09,1.0,37.953819,128.181876,6934.9885176,0.173,-4.827,180.018,1.0,1843.93503657787,1722.6903911797724,1677.943139571276,8.5193700623845,-3.860676236834095,-176.13932376316592,False,False,1767778.5439968861,1551840.0970776808,False
0.9333,37.939021,128.181931,6902.8485768,35.45,-7.631,359.071,1.0,37.953563,128.181876,6932.569015200001,0.179,-4.919,180.019,1.0,1833.4116289805047,1712.5937003378792,1619.0880410284299,8.71565334773085,-3.871850634342992,-176.128149365657,False,False,1748392.9206361496,1534473.869151406,False
0.95,37.939294,128.181934,6899.0483304,36.386,-7.746,359.052,1.0,37.953307,128.181876,6930.105012,0.184,-5.01,180.019,1.0,1834.0143122508043,1712.821185662786,1560.2374626509884,8.918899001870107,-3.8749118562755016,-176.1250881437245,False,False,1749460.8010797123,1534839.321343566,False
0.9666,37.939567,128.181936,6895.170969600001,37.334,-7.859,359.034,1.0,37.953051,128.181876,6927.5971176,0.189,-5.102,180.02,1.0,1845.6068535373329,1723.3691612745301,1501.3914616355032,9.128462760436397,-3.870762768630761,-176.12923723136925,False,False,1770750.857301015,1552937.1532893507,False
0.9833,37.93984,128.181939,6891.2164944,38.293,-7.971,359.016,1.0,37.952796,128.181876,6925.0447224,0.195,-5.194,180.02,1.0,1835.1830775195444,1706.6460846775192,1442.662597292819,9.345746060025169,-3.857809901397435,-176.14219009860258,False,False,1751528.2122418608,1524231.9189994768,False
1.0,37.940113,128.181941,6887.1846000000005,39.264,-8.082,358.999,1.0,37.95254,128.181875,6922.448436000001,0.201,-5.286,180.021,1.0,1835.74936758054,1713.5297602773492,1383.8288359209298,9.572337846831894,-3.8346459899518552,-176.16535401004813,False,False,1752528.0791437663,1535978.1486329744,False
1.0166,37.940387,128.181944,6883.074981600001,40.246,-8.193,358.982,1.0,37.952285,128.181875,6919.8076488,0.206,-5.378,180.021,1.0,1854.1130403558857,1717.412135885063,1325.0024228672085,9.810593541063161,-3.799919692284355,-176.20008030771567,False,False,1786367.4904771808,1542612.3539217515,False
1.0333,37.94066,128.181947,6878.8876392,41.239,-8.302,358.966,1.0,37.95203,128.181875,6917.122970400001,0.212,-5.47,180.022,1.0,1837.0343400334518,1707.3736875337654,1266.2957837014142,-10.059956426534109,-3.75233629771306,-176.24766370228696,False,False,1754806.4266980304,1525396.2584189973,False
1.05,37.940934,128.181949,6874.622268,42.249,-8.409,358.953,1.0,37.951775,128.181875,6914.3937912,0.218,-5.562,180.022,1.0,1844.24157314453,1707.626646968189,1207.4872575618576,-10.322809323077584,-3.689249386907245,-176.31075061309278,False,False,1768030.5045217879,1525801.4225903817,False
1.0666,37.941207,128.181952,6870.278868,43.283,-8.513,358.944,1.0,37.95152,128.181875,6911.620416,0.224,-5.655,180.023,1.0,1849.407422336546,1718.1703972633197,1148.801932975784,-10.599565823901694,-3.6106196443792284,-176.38938035562077,False,False,1777528.327157626,1543834.5993685634,False
1.0833,37.941481,128.181955,6865.857744,44.335,-8.616,358.934,1.0,37.951265,128.181874,6908.8028448000005,0.23,-5.747,180.023,1.0,1845.5937628715826,1708.1494058256267,1090.0194371124815,-10.895802577843734,-3.5114656392063606,-176.48853436079364,False,False,1770439.2326204414,1526639.4077291787,False
1.1,37.941755,128.181958,6861.3582864,45.399,-8.719,358.924,1.0,37.951011,128.181874,6905.940772800001,0.237,-5.84,180.023,1.0,1846.2724381242508,1701.7744956160818,1031.3636369981507,-11.216140591222144,-3.3901498870839446,-176.60985011291606,False,False,1771647.8971279573,1515742.361044264,False
1.1166,37.942029,128.181962,6856.7811048,46.475,-8.822,358.915,1.0,37.950756,128.181874,6903.034504800001,0.243,-5.932,180.024,1.0,1858.1362920495135,1718.9673075280002,972.6163564600585,-11.564791486781708,-3.2417143300901397,-176.75828566990987,False,False,1793577.2923371443,1545119.9455015282,False
1.1333,37.942303,128.181965,6852.1255896,47.563,-8.924,358.906,1.0,37.950502,128.181874,6900.0837360000005,0.249,-6.025,180.024,1.0,1847.6592574252604,1702.317573529149,914.0025455115851,-11.946321431139793,-3.062431964373555,-176.93756803562644,False,False,1774118.7631878832,1516609.2667427293,False
1.15,37.942577,128.181968,6847.391740800001,48.662,-9.026,358.898,1.0,37.950248,128.181874,6897.0887712,0.256,-6.118,180.025,1.0,1848.3727923924728,1702.5942992920493,855.4165484840489,-12.368657589454578,2.846470493550222,177.1535295064498,False,False,1775390.96404329,1517051.0095889808,False
1.1666,37.942851,128.181971,6842.5807776,49.774,-9.06,358.965,1.0,37.949994,128.181873,6894.0496104,0.263,-6.211,180.025,1.0,1860.2256511963988,1713.1415380304843,796.8655882923434,-12.76996128747204,2.5887609459648386,177.41123905403518,False,False,1797322.531467184,1535034.4962745558,False
1.1833,37.943125,128.181975,6837.697272,50.899,-9.009,359.131,1.0,37.94974,128.181873,6890.9659488,0.269,-6.303,180.026,1.0,1849.8205970132828,1703.1619312902062,738.3569401313833,-13.147311485717784,2.2822977181162067,177.7177022818838,False,False,1777973.024519748,1517957.5733198922,False
1.2,37.9434,128.181979,6832.746100800001,52.034,-8.981,359.275,1.0,37.949486,128.181873,6887.8377864,0.276,-6.396,180.026,1.0,1857.0450468174595,1703.4528897906966,679.7904121245683,-13.629612597511239,1.9258439423004927,178.07415605769953,False,False,1791314.5025040405,1518422.4882961372,False
1.2166,37.943674,128.181983,6827.7312264,53.182,-8.978,359.395,1.0,37.949233,128.181873,6884.665428,0.283,-6.49,180.027,1.0,1862.2315238290455,1707.345444195601,621.5136742803687,-14.236909822190913,1.5370719312646461,178.46292806873538,False,False,1800910.2946027,1525029.737127233,False
1.2333,37.943949,128.181987,6822.6556968,54.343,-8.993,359.499,1.0,37.948979,128.181872,6881.4485688,0.29,-6.583,180.028,1.0,1858.2484370605794,1704.0532024556337,563.1057327353803,-14.99546001236194,1.2085760500804947,178.7914239499195,False,False,1793451.0234080667,1519382.616006873,False
1.25,37.944224,128.181992,6817.5207312,55.518,-9.021,359.591,1.0,37.948726,128.181872,6878.1872088,0.298,-6.676,180.028,1.0,1858.900743542939,1697.7266114678941,504.92885930420175,-15.941403856482921,1.2443377772021553,178.75566222279787,False,False,1794613.026850868,1508589.7982343077,False
1.2666,37.944499,128.181998,6812.327244,56.707,-9.057,359.677,1.0,37.948473,128.181872,6874.8816528,0.305,-6.769,180.029,1.0,1870.7675351704845,1708.2621868806136,446.92143868947585,-17.138650072384017,1.931734222402129,178.0682657775979,False,False,1816691.6942912976,1526499.4077234995,False
1.2833,37.944775,128.182003,6807.0752352,57.91,-9.1,359.76,1.0,37.94822,128.181872,6871.531596000001,0.312,-6.863,180.029,1.0,1866.6424185387177,1698.3457568101371,389.0448048430798,-18.694661227133807,3.1840566390626464,176.81594336093735,False,False,1808931.5636993106,1509575.860163412,False
1.3,37.94505,128.18201,6801.765009600001,59.126,-9.147,359.841,1.0,37.947967,128.181872,6868.137038400001,0.32,-6.956,180.03,1.0,1860.8436560466757,1698.6625642217537,331.6541765153429,-20.78450395291753,5.062069594385049,174.93793040561496,False,False,1798072.0849559733,1510080.669631837,False
1.3166,37.945326,128.182016,6796.3959576,60.352,-9.197,359.922,1.0,37.947715,128.181871,6864.69798,0.328,-7.05,180.03,1.0,1879.1698739162587,1702.5701884205105,274.86828888954483,-23.732620283805797,7.826296765080004,172.17370323492,False,False,1832289.5839348217,1516692.3136946934,False
1.3333,37.945602,128.182024,6790.968079200001,61.587,-9.25,0.005,1.0,37.947462,128.181871,6861.2144208,0.335,-7.143,180.031,1.0,1868.7338934979937,1699.3085378159767,219.05825131964784,-28.19320949780139,12.120672171577136,167.87932782842287,False,False,1812679.829467972,1511110.2817468746,False
1.35,37.945878,128.182031,6785.480460000001,62.828,-9.305,0.09,1.0,37.94721,128.181871,6857.686665600001,0.343,-7.237,180.031,1.0,1869.2485302790262,1693.0214805955588,165.52151350869798,-35.57393317583413,19.336111602203538,160.66388839779646,False,False,1813587.8659282087,1500411.7998181954,False
1.3666,37.946154,128.182039,6779.9324904000005,64.069,-9.361,0.177,1.0,37.946957,128.18187,6854.114104800001,0.351,-7.331,180.032,1.0,1881.2630654960683,1710.219938759984,117.1052340406493,-49.478265249367084,-33.08653447060813,146.91346552939189,False,False,1836063.7857568131,1529642.0175519388,False
1.3833,37.94643,128.182048,6774.324170400001,65.301,-9.418,0.266,1.0,37.946705,128.18187,6850.497348,0.36,-7.424,180.032,1.0,1870.7689533509388,1693.6947030370752,83.56921392300013,-77.7976171622104,-61.25458858770214,118.74541141229787,False,False,1816321.6645365364,1501481.3033656874,False
1.4,37.946706,128.182058,6768.6548904,66.487,-9.47,0.351,1.0,37.946453,128.18187,6846.8360904,0.368,-7.518,180.033,1.0,1871.5679328830333,1694.0375014642095,84.72329540592412,-118.74347079601529,-102.06025526906159,77.93974473093841,False,False,1817761.0931789763,1502026.053329472,False
1.4166,37.946983,128.182067,6762.9261744000005,67.501,-9.515,0.428,1.0,37.946202,128.18187,6843.130332000001,0.377,-7.612,180.034,1.0,1889.9447985642141,1697.9435469651053,119.54336066046771,-146.01864954121413,-129.20338754991312,50.796612450086904,False,False,1852267.3207781436,1508614.328410529,False
1.4333,37.947259,128.182078,6757.1389368,68.213,-9.557,0.499,1.0,37.94595,128.181869,6839.380072800001,0.385,-7.706,180.034,1.0,1873.016902951859,1694.7436120299028,168.32686117769683,-159.33951026309728,-142.41154534682056,37.588454653179454,False,False,1820361.0559262566,1503149.361849005,False
1.45,37.947536,128.182089,6751.292872800001,68.686,-9.607,0.562,1.0,37.945698,128.181869,6835.5853128,0.394,-7.8,180.035,1.0,1880.2174815545752,1695.0906146948303,222.12996763622496,-166.4866324867412,149.44433735934857,30.555662640651416,False,False,1833816.455222759,1503700.2887210187,False
1.4666,37.947813,128.182101,6745.3858488,69.082,-9.665,0.626,1.0,37.945447,128.181869,6831.746052,0.403,-7.894,180.035,1.0,1892.4011893664679,1699.0196215922208,277.9265216637444,-170.7933954122701,153.64431857007668,26.35568142992332,False,False,1856740.7688919455,1510330.3796985324,False
1.4833,37.94809,128.182113,6739.4181696000005,69.466,-9.727,0.693,1.0,37.945195,128.181868,6827.8625952,0.412,-7.988,180.036,1.0,1881.7557849434056,1695.8189074196102,334.8778441924286,-173.6344169661548,156.39829512031068,23.601704879689322,False,False,1836593.5322768942,1504859.3421001385,False
