time_sec,own_lat,own_lon,own_alt_m,own_roll_deg,own_pitch_deg,own_yaw_deg,own_health,target_lat,target_lon,target_alt_m,target_roll_deg,target_pitch_deg,target_yaw_deg,target_health,derived_own_speed_ms,derived_target_speed_ms,derived_distance_m,derived_own_ata_deg,derived_target_ata_deg,derived_target_aa_deg,derived_own_in_wez,derived_target_in_wez,derived_own_specific_energy,derived_target_specific_energy,derived_ata_sign_degenerate
0.8333,37.937453,128.18184,6912.360470400001,-60.598,-7.09,1.512,1.0,37.955102,128.181877,6946.427052000001,0.148,-4.37,180.016,1.0,1847.5089876918748,1717.9773423130894,1964.9757061265097,8.206132243441825,-3.3775351432154683,-176.62246485678455,False,False,1774431.8296081764,1543844.2532000686,False
0.85,37.937728,128.181839,6908.424588000001,-62.074,-7.193,1.536,1.0,37.954845,128.181877,6944.2273104000005,0.153,-4.461,180.017,1.0,1848.2015060291048,1718.1768313209295,1905.7949746233603,8.392569758891623,-3.38558753155903,-176.61441246844097,False,False,1775672.9054300357,1544165.4185975492,False
0.8666,37.938003,128.181839,6904.3978752,-63.559,-7.294,1.559,1.0,37.954589,128.181877,6941.9836776,0.158,-4.553,180.017,1.0,1860.0333974223133,1722.0466192975969,1846.7306139542031,8.58390298510899,-3.3879029942067604,-176.61209700579323,False,False,1797571.1331860267,1550799.883749077,False
0.8833,37.938279,128.181838,6900.2797224000005,-65.052,-7.396,1.581,1.0,37.954332,128.181877,6939.6958488,0.163,-4.644,180.017,1.0,1856.2314979351986,1718.5892526519624,1787.4497144261554,8.783061374988979,-3.381703816956072,-176.61829618304392,False,False,1790466.3151030496,1544829.6779610498,False
0.9,37.938555,128.181838,6896.0704344,-66.553,-7.496,1.601,1.0,37.954075,128.181876,6937.364433600001,0.168,-4.736,180.018,1.0,1856.9569092834745,1718.8073089048548,1728.1751411086543,8.988986003045405,-3.3680826537802604,-176.63191734621975,False,False,1791771.8305933257,1545181.587495138,False
0.9166,37.938831,128.181837,6891.770316,-68.063,-7.596,1.619,1.0,37.953819,128.181876,6934.9885176,0.173,-4.827,180.018,1.0,1868.9014426805138,1722.6903911797724,1669.019690460161,9.202492379035933,-3.3446749730173817,-176.6553250269826,False,False,1813981.4805960543,1551840.0970776808,False
0.9333,37.939107,128.181837,6887.3790624,-69.579,-7.695,1.635,1.0,37.953563,128.181876,6932.569015200001,0.179,-4.919,180.019,1.0,1858.4672459018655,1712.5937003378792,1609.8725805954139,9.425157339341881,-3.312060894792269,-176.68793910520773,False,False,1794492.3679273173,1534473.869151406,False
0.95,37.939383,128.181837,6882.897283200001,-71.103,-7.794,1.65,1.0,37.953307,128.181876,6930.105012,0.184,-5.01,180.019,1.0,1859.2419487714026,1712.821185662786,1550.7350923193287,9.658750440891405,-3.2672884278276006,-176.7327115721724,False,False,1795888.4766779346,1534839.321343566,False
0.9666,37.93966,128.181836,6878.324978400001,-72.633,-7.893,1.663,1.0,37.953051,128.181876,6927.5971176,0.189,-5.102,180.02,1.0,1877.8777928318732,1723.3691612745301,1491.4975227148275,9.904090637146352,-3.2109215776189415,-176.78907842238107,False,False,1830665.8280549801,1552937.1532893507,False
0.9833,37.939937,128.181836,6873.662147999999,-74.17,-7.991,1.675,1.0,37.952796,128.181876,6925.0447224,0.195,-5.194,180.02,1.0,1867.4284011784673,1706.6460846775192,1432.3835380597704,10.1626479680581,-3.140546491191555,-176.85945350880846,False,False,1811052.0156676676,1524231.9189994768,False
