iter,sampled_steps,episodes,reward_mean,ep_len_mean,win_rate,loss_rate,timeout_rate,crash_rate,ep_wez_steps,ep_mean_distance,ep_min_distance,ep_reward_pursuit,ep_reward_damage,ep_reward_safety,ep_reward_survival,ep_altitude_penalty_steps,initial_alpha_deg,initial_ata_deg,initial_aa_deg,initial_distance_m,final_ata_deg,final_aa_deg,headon_guard_fail,action_roll_mean,action_pitch_mean,action_rudder_mean,action_throttle_mean,action_roll_std,action_pitch_std,action_rudder_std,action_throttle_std,action_sat_rate,policy_loss,vf_loss,entropy,kl,clip_frac,explained_var,actor_loss,critic_loss,alpha_loss,alpha,target_entropy,replay_buffer_size,replay_buffer_memory_mb,env_steps_per_sec,learner_steps_per_sec,iteration_time_s
100,10100.0,24.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,n/a,n/a,n/a,nan,n/a,n/a,n/a,n/a,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-20.685008583068846,n/a,n/a,n/a,n/a,n/a,-20.685008583068846,0.6299164369702339,-12.508583602905274,0.08213752128183842,-4.0,10100,12.95065689086914,n/a,n/a,20.606725215911865
