time_sec,own_lat,own_lon,own_alt_m,own_roll_deg,own_pitch_deg,own_yaw_deg,own_health,target_lat,target_lon,target_alt_m,target_roll_deg,target_pitch_deg,target_yaw_deg,target_health,derived_own_speed_ms,derived_target_speed_ms,derived_distance_m,derived_own_ata_deg,derived_target_ata_deg,derived_target_aa_deg,derived_own_in_wez,derived_target_in_wez,derived_own_specific_energy,derived_target_specific_energy,derived_ata_sign_degenerate
0.9833,37.939043,128.181397,6988.0039056000005,86.406,4.161,354.955,1.0,37.952796,128.181876,6925.0447224,0.195,-5.194,180.02,1.0,1640.7401638904607,1706.6460846775192,1532.848168081622,9.28411092267558,7.705926529706881,172.2940734702931,False,False,1414543.0512025002,1524231.9189994768,False
1.0,37.939287,128.18136,6987.7359864,83.221,4.08,358.218,1.0,37.95254,128.181875,6922.448436000001,0.201,-5.286,180.021,1.0,1638.1328269090557,1713.5297602773492,1477.4533739028777,7.49846895914359,8.008415776673615,171.99158422332638,False,False,1410265.8604095564,1535978.1486329744,False
1.0166,37.939531,128.181327,6987.4525224,79.007,4.125,0.93,1.0,37.952285,128.181875,6919.8076488,0.206,-5.378,180.021,1.0,1645.632582517942,1717.412135885063,1422.193678340776,6.925355251526723,8.328123704403502,171.6718762955965,False,False,1422576.7996011295,1542612.3539217515,False
1.0333,37.939774,128.1813,6987.1916136,73.77,4.324,3.136,1.0,37.95203,128.181875,6917.122970400001,0.212,-5.47,180.022,1.0,1626.080794216931,1707.3736875337654,1367.0625348319684,7.332674252696947,8.665065839255817,171.33493416074418,False,False,1390590.317298093,1525396.2584189973,False
1.05,37.940017,128.181279,6987.003247200001,67.528,4.702,4.943,1.0,37.951775,128.181875,6914.3937912,0.218,-5.562,180.022,1.0,1623.5955188146056,1707.626646968189,1311.9512887070841,8.30886914600411,9.02354072325382,170.9764592767462,False,False,1386550.2997515881,1525801.4225903817,False
1.0666,37.94026,128.181264,6986.9450304,60.284,5.277,6.436,1.0,37.95152,128.181875,6911.620416,0.224,-5.655,180.023,1.0,1631.4900263632958,1718.1703972633197,1256.8643810009105,9.57908615076496,9.408705292014254,170.59129470798575,False,False,1399398.377543826,1543834.5993685634,False
1.0833,37.940502,128.181255,6987.0809712,52.032,6.075,7.666,1.0,37.951265,128.181874,6908.8028448000005,0.23,-5.747,180.023,1.0,1613.8469686507565,1708.1494058256267,1201.9157693804518,11.037925793952224,9.8236512472105,170.1763487527895,False,False,1370770.8767178364,1526639.4077291787,False
1.1,37.940743,128.181251,6987.475992000001,42.768,7.112,8.647,1.0,37.951011,128.181874,6905.940772800001,0.237,-5.84,180.023,1.0,1606.7786395834694,1701.7744956160818,1147.2380110783708,12.64575999310142,10.280070715879638,169.71992928412038,False,False,1359392.5297477993,1515742.361044264,False
1.1166,37.940984,128.181251,6988.1916624000005,32.501,8.388,9.34,1.0,37.950756,128.181874,6903.034504800001,0.243,-5.932,180.024,1.0,1616.7193545279817,1718.9673075280002,1092.5127082757283,14.382671702162318,10.78609257964476,169.21390742035524,False,False,1375421.485418762,1545119.9455015282,False
1.1333,37.941224,128.181255,6989.2797984,21.205,9.88,9.685,1.0,37.950502,128.181874,6900.0837360000005,0.249,-6.025,180.024,1.0,1601.2654884623228,1702.317573529149,1038.0906695799597,16.232639197315006,11.353249344195046,168.64675065580494,False,False,1350567.00300522,1516609.2667427293,False
1.15,37.941462,128.181262,6990.7760616,8.78,11.549,9.595,1.0,37.950248,128.181874,6897.0887712,0.256,-6.118,180.025,1.0,1589.4234225502712,1702.5942992920493,983.998554192774,18.182410483457286,11.992969804643426,168.00703019535658,False,False,1331689.5021401986,1517051.0095889808,False
1.1666,37.9417,128.18127,6992.6932536,-4.919,13.33,8.908,1.0,37.949994,128.181873,6894.0496104,0.263,-6.211,180.025,1.0,1600.7589330122335,1713.1415380304843,930.0469958246784,-20.20620556026905,12.721836592601765,167.27816340739824,False,False,1349789.4761046486,1535034.4962745558,False
1.1833,37.941937,128.181279,6995.0179632,-19.985,15.048,7.401,1.0,37.94974,128.181873,6890.9659488,0.269,-6.303,180.026,1.0,1586.6302380002949,1703.1619312902062,876.3895381862569,-22.21702276887658,13.555773082623563,166.44422691737645,False,False,1327295.4489772515,1517957.5733198922,False
1.2,37.942174,128.181286,6997.707213600001,-36.495,16.389,4.97,1.0,37.949486,128.181873,6887.8377864,0.276,-6.396,180.026,1.0,1588.4158746930907,1703.4528897906966,822.9655739633789,-24.098007430536807,14.518531805828285,165.48146819417173,False,False,1330156.5609347585,1518422.4882961372,False
1.2166,37.942409,128.18129,7000.6902912000005,-54.422,16.963,1.74,1.0,37.949233,128.181873,6884.665428,0.283,-6.49,180.027,1.0,1586.262365636018,1707.345444195601,770.1570944110995,-25.71288718074653,15.627851690279655,164.37214830972036,False,False,1326767.4657607847,1525029.737127233,False
1.2333,37.942644,128.181292,7003.869050400001,-73.564,16.457,358.102,1.0,37.948979,128.181872,6881.4485688,0.29,-6.583,180.028,1.0,1578.0291014257734,1704.0532024556337,717.5656282529613,-26.948462479736524,16.907433678542297,163.0925663214577,False,False,1313772.414896422,1519382.616006873,False
1.25,37.942878,128.181289,7007.120656800001,-93.442,14.794,354.622,1.0,37.948726,128.181872,6878.1872088,0.298,-6.676,180.028,1.0,1571.9905828343626,1697.7266114678941,665.6132408049785,-27.745535851096236,18.390869881580915,161.6091301184191,False,False,1304293.5760489674,1508589.7982343077,False
1.2666,37.943112,128.181282,7010.3170944,-113.492,12.184,351.804,1.0,37.948473,128.181872,6874.8816528,0.305,-6.769,180.029,1.0,1581.4059581419929,1708.2621868806136,614.1480507673866,-28.135017781974675,20.115306694146078,159.88469330585394,False,False,1319170.128357295,1526499.4077234995,False
1.2833,37.943346,128.181272,7013.336748,-133.444,8.99,349.924,1.0,37.94822,128.181872,6871.531596000001,0.312,-6.863,180.029,1.0,1571.1312124430938,1698.3457568101371,563.2656065887538,-28.20662298603494,22.131582752917538,157.86841724708245,False,False,1303003.982176227,1509575.860163412,False
1.3,37.94358,128.181258,7016.074156800001,-153.257,5.572,349.034,1.0,37.947967,128.181872,6868.137038400001,0.32,-6.956,180.03,1.0,1570.1209545782995,1698.6625642217537,513.1145209860932,-28.106697514724598,24.51039200872194,-155.4896079912781,False,False,1301444.089632718,1510080.669631837,False
1.3166,37.943814,128.181242,7018.4698848,-171.834,2.453,348.997,1.0,37.947715,128.181871,6864.69798,0.328,-7.05,180.03,1.0,1578.0952549577953,1702.5701884205105,463.9784406484098,-28.235422477970584,27.345672155491698,-152.65432784450832,False,False,1314019.9945559285,1516692.3136946934,False
1.3333,37.944048,128.181225,7020.607142400001,173.319,1.293,349.395,1.0,37.947462,128.181871,6861.2144208,0.335,-7.143,180.031,1.0,1567.5968024403076,1699.3085378159767,416.0023350479985,-30.23174563548279,30.806354082902008,-149.193645917098,False,False,1297528.5045435552,1511110.2817468746,False
1.35,37.944283,128.181207,7022.6398536,161.698,2.277,349.681,1.0,37.94721,128.181871,6857.686665600001,0.343,-7.237,180.031,1.0,1574.0403218872043,1693.0214805955588,369.83221234122993,-34.89988490915974,35.12430581598504,-144.87569418401498,False,False,1307670.0385836933,1500411.7998181954,False
1.3666,37.944518,128.181189,7024.6414752,151.742,3.734,349.774,1.0,37.946957,128.18187,6854.114104800001,0.351,-7.331,180.032,1.0,1583.3787479285315,1710.219938759984,326.14772624250827,41.32508453234417,40.61949341729688,-139.3805065827031,False,False,1322432.330018632,1529642.0175519388,False
